Period,Date,MonthID,Category,Manufacturer,MOLECULE,SKU,Units,Sales
OCT24-SEP25,1/01/2025,202501,ALIMENTARY T.& METABOLISM,AMCAL,NYSTATIN,AMC NYSTATIN ORAL DROPS 24 ML,600,2104.46381
OCT23-SEP24,1/01/2024,202401,ALIMENTARY T.& METABOLISM,AMDIPHARM MERCURY AUSTRALIA PTY LIMITED,CYCLIZINE,VALOID AMPOULES 50 MG 5 X 1 ML,1798,109080.726
OCT23-SEP24,1/10/2023,202310,ALIMENTARY T.& METABOLISM,AMDIPHARM MERCURY AUSTRALIA PTY LIMITED,CYCLIZINE,VALOID AMPOULES 50 MG 5 X 1 ML,1576,92043.64879
OCT24-SEP25,1/05/2025,202505,ALIMENTARY T.& METABOLISM,AMDIPHARM MERCURY AUSTRALIA PTY LIMITED,CYCLIZINE,VALOID AMPOULES 50 MG 5 X 1 ML,1957,106897.6536
OCT24-SEP25,1/08/2025,202508,ALIMENTARY T.& METABOLISM,AMDIPHARM MERCURY AUSTRALIA PTY LIMITED,CYCLIZINE,VALOID AMPOULES 50 MG 5 X 1 ML,2433,141126.3866
OCT23-SEP24,1/02/2024,202402,ALIMENTARY T.& METABOLISM,APOTEX,APREPITANT,APREPITANT APOTEX CAPSULE BLISTER 165 MG,49,4317.52364
OCT24-SEP25,1/02/2025,202502,ALIMENTARY T.& METABOLISM,APOTEX,CITRIC ACID + MAGNESIUM + PICOSULFURIC ACID,APOHEALTH PICOSULFATE SACHET 3 X 17.1 G,259,3080.67896
OCT24-SEP25,1/01/2025,202501,ALIMENTARY T.& METABOLISM,APOTEX,CITRIC ACID + MAGNESIUM + PICOSULFURIC ACID,APOHEALTH PICOSULFATE SACHET 3 X 17.1 G,224,2700.5952
OCT24-SEP25,1/11/2024,202411,ALIMENTARY T.& METABOLISM,APOTEX,CITRIC ACID + MAGNESIUM + PICOSULFURIC ACID,APOHEALTH PICOSULFATE SACHET 3 X 17.1 G,267,3219.3762
OCT24-SEP25,1/09/2025,202509,ALIMENTARY T.& METABOLISM,APOTEX,CITRIC ACID + MAGNESIUM + PICOSULFURIC ACID,CHEMISTS OWN PICOSULFATE SACHET 2 X 17.1 G,395,3587.45732
OCT24-SEP25,1/05/2025,202505,ALIMENTARY T.& METABOLISM,APOTEX,CITRIC ACID + MAGNESIUM + PICOSULFURIC ACID,CHEMISTS OWN PICOSULFATE SACHET 2 X 17.1 G,335,3042.00377
OCT24-SEP25,1/06/2025,202506,ALIMENTARY T.& METABOLISM,APOTEX,CITRIC ACID + MAGNESIUM + PICOSULFURIC ACID,CHEMISTS OWN PICOSULFATE SACHET 3 X 17.1 G,480,6330.72859
OCT23-SEP24,1/09/2024,202409,ALIMENTARY T.& METABOLISM,APOTEX,DOMPERIDONE,APO-DOMPERIDONE TABLET 10 MG 25,29219,260265.4472
OCT23-SEP24,1/08/2024,202408,ALIMENTARY T.& METABOLISM,APOTEX,ESOMEPRAZOLE,APO ESOMEPRAZOLE ENTERIC-COATED TABLETS 20 MG 30,179788,3015206.119
OCT23-SEP24,1/02/2024,202402,ALIMENTARY T.& METABOLISM,APOTEX,ESOMEPRAZOLE,APO ESOMEPRAZOLE ENTERIC-COATED TABLETS 40 MG 30,23362,443933.0974
OCT23-SEP24,1/10/2023,202310,ALIMENTARY T.& METABOLISM,APOTEX,ESOMEPRAZOLE,APO ESOMEPRAZOLE ENTERIC-COATED TABLETS 40 MG 30,24092,458427.8265
OCT24-SEP25,1/07/2025,202507,ALIMENTARY T.& METABOLISM,APOTEX,ESOMEPRAZOLE,ESOMEPRAZOLE APOTEX ENTERIC COATED TABLETS 40 MG 30,2753,51827.51153
OCT24-SEP25,1/12/2024,202412,ALIMENTARY T.& METABOLISM,APOTEX,ESOMEPRAZOLE,ESOMEPRAZOLE APOTEX ENTERIC COATED TABLETS 40 MG 30,3358,63144.41857
OCT23-SEP24,1/04/2024,202404,ALIMENTARY T.& METABOLISM,APOTEX,GLICLAZIDE,APX GLICLAZIDE TABLETS 80 MG 100,2917,48349.25783
OCT24-SEP25,1/01/2025,202501,ALIMENTARY T.& METABOLISM,APOTEX,GLIMEPIRIDE,APO-GLIMEPIRIDE TABLETS 1 MG 30,4,51.23724
OCT24-SEP25,1/10/2024,202410,ALIMENTARY T.& METABOLISM,APOTEX,GLIMEPIRIDE,APO-GLIMEPIRIDE TABLETS 3 MG 30,24,326.8006
OCT23-SEP24,1/04/2024,202404,ALIMENTARY T.& METABOLISM,APOTEX,GLIMEPIRIDE,APO-GLIMEPIRIDE TABLETS 4 MG 30,3594,52756.64394
OCT23-SEP24,1/01/2024,202401,ALIMENTARY T.& METABOLISM,APOTEX,LANSOPRAZOLE,APO-LANSOPRAZOLE CAPSULES 30 MG 28,8674,146027.0472
OCT23-SEP24,1/08/2024,202408,ALIMENTARY T.& METABOLISM,APOTEX,LANSOPRAZOLE,APO-LANSOPRAZOLE CAPSULES 30 MG 28,9917,171697.1383
OCT24-SEP25,1/06/2025,202506,ALIMENTARY T.& METABOLISM,APOTEX,LANSOPRAZOLE,APO-LANSOPRAZOLE CAPSULES 30 MG 28,9255,150583.6387
OCT24-SEP25,1/11/2024,202411,ALIMENTARY T.& METABOLISM,APOTEX,LANSOPRAZOLE,APO-LANSOPRAZOLE CAPSULES 30 MG 28,9885,169478.1657
OCT23-SEP24,1/05/2024,202405,ALIMENTARY T.& METABOLISM,APOTEX,LANSOPRAZOLE,APO-LANSOPRAZOLE ODT 30 MG 28,6548,111753.9674
OCT24-SEP25,1/06/2025,202506,ALIMENTARY T.& METABOLISM,APOTEX,LANSOPRAZOLE,APO-LANSOPRAZOLE ODT 30 MG 28,6568,107405.5369
OCT24-SEP25,1/07/2025,202507,ALIMENTARY T.& METABOLISM,APOTEX,LANSOPRAZOLE,APO-LANSOPRAZOLE ODT 30 MG 28,8233,137797.6683
OCT23-SEP24,1/02/2024,202402,ALIMENTARY T.& METABOLISM,APOTEX,MEBEVERINE,APO-MEBEVERINE TABLET 135 MG 30,1082,16422.11718
OCT23-SEP24,1/05/2024,202405,ALIMENTARY T.& METABOLISM,APOTEX,MEBEVERINE,APO-MEBEVERINE TABLET 135 MG 90,2429,66372.53159
OCT24-SEP25,1/07/2025,202507,ALIMENTARY T.& METABOLISM,APOTEX,MEBEVERINE,APO-MEBEVERINE TABLET 135 MG 90,2822,75918.09757
OCT23-SEP24,1/06/2024,202406,ALIMENTARY T.& METABOLISM,APOTEX,METFORMIN,APO-METFORMIN XR TABLETS 500 MG 120,34848,550254.3321
OCT24-SEP25,1/10/2024,202410,ALIMENTARY T.& METABOLISM,APOTEX,METFORMIN,APO-METFORMIN XR TABLETS 500 MG 120,42359,683023.317
OCT23-SEP24,1/07/2024,202407,ALIMENTARY T.& METABOLISM,APOTEX,METFORMIN,APO-METFORMIN XR TABS 1000 MG 60,90125,1425915.577
OCT23-SEP24,1/01/2024,202401,ALIMENTARY T.& METABOLISM,APOTEX,METFORMIN,APX METFORMIN FILM COATED TABLETS 1000 MG 90,12911,209865.6125
OCT24-SEP25,1/04/2025,202504,ALIMENTARY T.& METABOLISM,APOTEX,METFORMIN,APX METFORMIN FILM COATED TABLETS 850 MG 60,3125,44763.17943
OCT23-SEP24,1/11/2023,202311,ALIMENTARY T.& METABOLISM,APOTEX,METOCLOPRAMIDE,APO-METOCLOPRAMIDE TABLETS 10 MG 100,706,13424.78801
OCT23-SEP24,1/02/2024,202402,ALIMENTARY T.& METABOLISM,APOTEX,METOCLOPRAMIDE,APO-METOCLOPRAMIDE TABLETS 10 MG 100,706,13641.40267
OCT24-SEP25,1/12/2024,202412,ALIMENTARY T.& METABOLISM,APOTEX,METOCLOPRAMIDE,APO-METOCLOPRAMIDE TABLETS 10 MG 100,864,16735.84453
OCT23-SEP24,1/11/2023,202311,ALIMENTARY T.& METABOLISM,APOTEX,METOCLOPRAMIDE,APO-METOCLOPRAMIDE TABLETS 10 MG 25,29490,351498.8034
OCT24-SEP25,1/04/2025,202504,ALIMENTARY T.& METABOLISM,APOTEX,METOCLOPRAMIDE,APO-METOCLOPRAMIDE TABLETS 10 MG 25,28977,346691.7088
OCT23-SEP24,1/07/2024,202407,ALIMENTARY T.& METABOLISM,APOTEX,OMEPRAZOLE,APO-OMEPRAZOLE CAPSULES 20 MG 30,9463,155881.7384
OCT23-SEP24,1/12/2023,202312,ALIMENTARY T.& METABOLISM,APOTEX,OMEPRAZOLE,APO-OMEPRAZOLE CAPSULES 20 MG 30,9168,148735.5437
OCT23-SEP24,1/08/2024,202408,ALIMENTARY T.& METABOLISM,APOTEX,OMEPRAZOLE,APO-OMEPRAZOLE CAPSULES 20 MG 30,9692,158893.5281
OCT24-SEP25,1/09/2025,202509,ALIMENTARY T.& METABOLISM,APOTEX,OMEPRAZOLE,APO-OMEPRAZOLE CAPSULES 20 MG 30,8916,145795.8196
OCT24-SEP25,1/05/2025,202505,ALIMENTARY T.& METABOLISM,APOTEX,OMEPRAZOLE,APO-OMEPRAZOLE CAPSULES 20 MG 30,8563,137331.8384
OCT23-SEP24,1/08/2024,202408,ALIMENTARY T.& METABOLISM,APOTEX,ONDANSETRON,APX ONDANSETRON FILM COATED TABLETS 8 MG 4,929,14434.52992
OCT23-SEP24,1/05/2024,202405,ALIMENTARY T.& METABOLISM,APOTEX,ONDANSETRON,APX ONDANSETRON ORAL DISINTEGRATING TABLET (OLD) 4 MG 4,5321,78574.67318
OCT23-SEP24,1/07/2024,202407,ALIMENTARY T.& METABOLISM,APOTEX,ONDANSETRON,APX ONDANSETRON ORALLY DISINTEGRATING TABLETS 4 MG 10,17931,364535.1488
OCT23-SEP24,1/04/2024,202404,ALIMENTARY T.& METABOLISM,APOTEX,ONDANSETRON,APX ONDANSETRON ORALLY DISINTEGRATING TABLETS 4 MG 10,15223,309647.7994
OCT24-SEP25,1/02/2025,202502,ALIMENTARY T.& METABOLISM,APOTEX,ONDANSETRON,APX ONDANSETRON ORALLY DISINTEGRATING TABLETS 4 MG 10,17763,362113.3301
OCT23-SEP24,1/12/2023,202312,ALIMENTARY T.& METABOLISM,APOTEX,ONDANSETRON,APX ONDANSETRON ORALLY DISINTEGRATING TABLETS 4 MG 4,1290,18862.02859
OCT23-SEP24,1/06/2024,202406,ALIMENTARY T.& METABOLISM,APOTEX,ONDANSETRON,APX ONDANSETRON ORALLY DISINTEGRATING TABLETS 4 MG 4,1199,17767.29825
OCT24-SEP25,1/11/2024,202411,ALIMENTARY T.& METABOLISM,APOTEX,ONDANSETRON,APX ONDANSETRON ORALLY DISINTEGRATING TABLETS 8 MG 10,19811,450414.4558
OCT23-SEP24,1/06/2024,202406,ALIMENTARY T.& METABOLISM,APOTEX,ONDANSETRON,APX ONDANSETRON ORALLY DISINTEGRATING TABLETS 8 MG 4,2443,38452.80087
OCT23-SEP24,1/11/2023,202311,ALIMENTARY T.& METABOLISM,APOTEX,ONDANSETRON,ONDANSETRON APOTEX TABLETS 4 MG 10,1837,38233.64066
OCT24-SEP25,1/10/2024,202410,ALIMENTARY T.& METABOLISM,APOTEX,ONDANSETRON,ONDANSETRON APOTEX TABLETS 4 MG 10,2571,52980.04607
OCT23-SEP24,1/08/2024,202408,ALIMENTARY T.& METABOLISM,APOTEX,PANTOPRAZOLE,APO-PANTOPRAZOLE ENTERIC COATED TABLETS BOTTLE 20 MG 30,23941,376175.6266
OCT23-SEP24,1/01/2024,202401,ALIMENTARY T.& METABOLISM,APOTEX,PANTOPRAZOLE,APO-PANTOPRAZOLE ENTERIC COATED TABLETS BOTTLE 40 MG 30,49587,757344.4882
OCT23-SEP24,1/11/2023,202311,ALIMENTARY T.& METABOLISM,APOTEX,PANTOPRAZOLE,APX-PANTOPRAZOLE ENTERIC-COATED TABLETS 40 MG 30,12801,52751.62615
OCT24-SEP25,1/01/2025,202501,ALIMENTARY T.& METABOLISM,APOTEX,PANTOPRAZOLE,APX-PANTOPRAZOLE ENTERIC-COATED TABLETS 40 MG 30,139176,2066894.426
OCT24-SEP25,1/07/2025,202507,ALIMENTARY T.& METABOLISM,APOTEX,PANTOPRAZOLE,APX-PANTOPRAZOLE ENTERIC-COATED TABLETS 40 MG 30,162860,2458187.652
OCT23-SEP24,1/06/2024,202406,ALIMENTARY T.& METABOLISM,APOTEX,PANTOPRAZOLE,PANTOPRAZOLE APOTEX ENTERIC-COATED TABLETS 20 MG 30,60557,101758.427
OCT23-SEP24,1/05/2024,202405,ALIMENTARY T.& METABOLISM,APOTEX,PANTOPRAZOLE,PANTOPRAZOLE APOTEX ENTERIC-COATED TABLETS 20 MG 30,67233,112976.8995
OCT23-SEP24,1/04/2024,202404,ALIMENTARY T.& METABOLISM,APOTEX,PANTOPRAZOLE,PANTOPRAZOLE APOTEX ENTERIC-COATED TABLETS 40 MG 30,124708,1838810.819
OCT23-SEP24,1/07/2024,202407,ALIMENTARY T.& METABOLISM,APOTEX,PANTOPRAZOLE,PANTOPRAZOLE APOTEX ENTERIC-COATED TABLETS 40 MG 30,106473,1611119.108
OCT23-SEP24,1/12/2023,202312,ALIMENTARY T.& METABOLISM,APOTEX,PANTOPRAZOLE,PANTOPRAZOLE APOTEX ENTERIC-COATED TABLETS 40 MG 30,128894,1923778.23
OCT23-SEP24,1/02/2024,202402,ALIMENTARY T.& METABOLISM,APOTEX,PHENTERMINE,PHENTODUR MODIFIED RELEASE CAPSULE 15 MG 30,2413,201757.3612
OCT23-SEP24,1/10/2023,202310,ALIMENTARY T.& METABOLISM,APOTEX,PHENTERMINE,PHENTODUR MODIFIED RELEASE CAPSULE 15 MG 30,2773,234848.3318
OCT24-SEP25,1/04/2025,202504,ALIMENTARY T.& METABOLISM,APOTEX,PHENTERMINE,PHENTODUR MODIFIED RELEASE CAPSULE 15 MG 30,2009,165974.7515
OCT24-SEP25,1/08/2025,202508,ALIMENTARY T.& METABOLISM,APOTEX,PHENTERMINE,PHENTODUR MODIFIED RELEASE CAPSULE 15 MG 30,2108,168866.483
OCT23-SEP24,1/12/2023,202312,ALIMENTARY T.& METABOLISM,APOTEX,PHENTERMINE,PHENTODUR MODIFIED RELEASE CAPSULE 30 MG 30,11150,1040219.398
OCT23-SEP24,1/04/2024,202404,ALIMENTARY T.& METABOLISM,APOTEX,PHENTERMINE,PHENTODUR MODIFIED RELEASE CAPSULE 30 MG 30,8231,764822.5591
OCT24-SEP25,1/04/2025,202504,ALIMENTARY T.& METABOLISM,APOTEX,PHENTERMINE,PHENTODUR MODIFIED RELEASE CAPSULE 30 MG 30,6443,590473.7701
OCT23-SEP24,1/12/2023,202312,ALIMENTARY T.& METABOLISM,APOTEX,PHENTERMINE,PHENTODUR MODIFIED RELEASE CAPSULE 40 MG 30,6128,626451.4505
OCT24-SEP25,1/01/2025,202501,ALIMENTARY T.& METABOLISM,APOTEX,PHENTERMINE,PHENTODUR MODIFIED RELEASE CAPSULE 40 MG 30,4309,435644.9504
OCT23-SEP24,1/09/2024,202409,ALIMENTARY T.& METABOLISM,APOTEX,PIOGLITAZONE,APO-PIOGLITAZONE TABLETS 15 MG 28,477,8608.3282
OCT23-SEP24,1/05/2024,202405,ALIMENTARY T.& METABOLISM,APOTEX,PIOGLITAZONE,APO-PIOGLITAZONE TABLETS 15 MG 28,461,8283.93674
OCT24-SEP25,1/12/2024,202412,ALIMENTARY T.& METABOLISM,APOTEX,PIOGLITAZONE,APO-PIOGLITAZONE TABLETS 15 MG 28,39,708.52746
OCT23-SEP24,1/07/2024,202407,ALIMENTARY T.& METABOLISM,APOTEX,PIOGLITAZONE,APO-PIOGLITAZONE TABLETS 30 MG 28,706,16006.51535
OCT24-SEP25,1/08/2025,202508,ALIMENTARY T.& METABOLISM,APOTEX,PROCHLORPERAZINE,APO-PROCHLORPERAZINE NAUSEA RELIEF TABLETS 5 MG 10,2329,11865.28171
OCT23-SEP24,1/11/2023,202311,ALIMENTARY T.& METABOLISM,APOTEX,PROCHLORPERAZINE,APO-PROCHLORPERAZINE TABLETS 5 MG 25,2,28.51726
OCT24-SEP25,1/03/2025,202503,ALIMENTARY T.& METABOLISM,APOTEX,PROCHLORPERAZINE,APO-PROCHLORPERAZINE TABLETS 5 MG 25,25459,372523.6357
OCT24-SEP25,1/11/2024,202411,ALIMENTARY T.& METABOLISM,APOTEX,PROCHLORPERAZINE,APO-PROCHLORPERAZINE TABLETS 5 MG 25,28228,407894.8932
OCT24-SEP25,1/01/2025,202501,ALIMENTARY T.& METABOLISM,APOTEX,PROCHLORPERAZINE,APO-PROCHLORPERAZINE TABLETS 5 MG 25,24807,358677.6726
OCT23-SEP24,1/08/2024,202408,ALIMENTARY T.& METABOLISM,APOTEX,RABEPRAZOLE,APO-RABEPRAZOLE TABLETS 10 MG 28,10288,161278.9663
OCT24-SEP25,1/03/2025,202503,ALIMENTARY T.& METABOLISM,APOTEX,RABEPRAZOLE,APO-RABEPRAZOLE TABLETS 10 MG 28,9879,149667.2864
OCT24-SEP25,1/11/2024,202411,ALIMENTARY T.& METABOLISM,APOTEX,RABEPRAZOLE,APO-RABEPRAZOLE TABLETS 10 MG 28,10411,162277.7581
OCT24-SEP25,1/04/2025,202504,ALIMENTARY T.& METABOLISM,APOTEX,RABEPRAZOLE,APO-RABEPRAZOLE TABLETS 20 MG 30,58641,898151.105
OCT23-SEP24,1/09/2024,202409,ALIMENTARY T.& METABOLISM,APOTEX,URSODEOXYCHOLIC ACID,APO-URSODEOXYCHOLIC ACID CAPSULES 250 MG 100,1582,180802.9597
OCT23-SEP24,1/04/2024,202404,ALIMENTARY T.& METABOLISM,APOTEX,URSODEOXYCHOLIC ACID,APO-URSODEOXYCHOLIC ACID CAPSULES 250 MG 100,1470,167326.1022
OCT24-SEP25,1/05/2025,202505,ALIMENTARY T.& METABOLISM,APOTEX,URSODEOXYCHOLIC ACID,APO-URSODEOXYCHOLIC ACID CAPSULES 250 MG 100,1777,201903.07
OCT24-SEP25,1/05/2025,202505,ALIMENTARY T.& METABOLISM,ARROTEX PHARMACEUTICALS,GLIMEPIRIDE,ARX-GLIMEPIRIDE TABLETS 1 MG 30,1291,17144.35802
OCT24-SEP25,1/04/2025,202504,ALIMENTARY T.& METABOLISM,ARROTEX PHARMACEUTICALS,GLIMEPIRIDE,ARX-GLIMEPIRIDE TABLETS 2 MG 30,1521,19911.76911
OCT24-SEP25,1/12/2024,202412,ALIMENTARY T.& METABOLISM,ARROTEX PHARMACEUTICALS,GLIMEPIRIDE,ARX-GLIMEPIRIDE TABLETS 2 MG 30,1903,25623.17013
OCT24-SEP25,1/08/2025,202508,ALIMENTARY T.& METABOLISM,ARROTEX PHARMACEUTICALS,GLIMEPIRIDE,ARX-GLIMEPIRIDE TABLETS 3 MG 30,490,6761.5878
OCT24-SEP25,1/01/2025,202501,ALIMENTARY T.& METABOLISM,ARROTEX PHARMACEUTICALS,GLIMEPIRIDE,ARX-GLIMEPIRIDE TABLETS 4 MG 30,2153,31086.2848
OCT24-SEP25,1/06/2025,202506,ALIMENTARY T.& METABOLISM,ARROTEX PHARMACEUTICALS,GLIMEPIRIDE,ARX-GLIMEPIRIDE TABLETS 4 MG 30,2126,29819.43747
OCT24-SEP25,1/01/2025,202501,ALIMENTARY T.& METABOLISM,ARROTEX PHARMACEUTICALS,PIOGLITAZONE,ARX-PIOGLITAZONE TABLETS 15 MG 28,456,8219.77026
OCT24-SEP25,1/02/2025,202502,ALIMENTARY T.& METABOLISM,ARROTEX PHARMACEUTICALS,PIOGLITAZONE,ARX-PIOGLITAZONE TABLETS 30 MG 28,696,15090.02987
OCT24-SEP25,1/07/2025,202507,ALIMENTARY T.& METABOLISM,ARROTEX PHARMACEUTICALS,PIOGLITAZONE,ARX-PIOGLITAZONE TABLETS 45 MG 28,973,23646.23443
OCT23-SEP24,1/11/2023,202311,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ACARBOSE,GLYBOSAY TABLETS 50 MG 90,1752,46111.0811
OCT24-SEP25,1/06/2025,202506,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ACARBOSE,GLYBOSAY TABLETS 50 MG 90,724,18437.55434
OCT23-SEP24,1/11/2023,202311,ALIMENTARY T.& METABOLISM,ARROW PHARMA,CALCITRIOL,CALITROL CAPSULE 0.25 Y 100,9518,263640.9705
OCT24-SEP25,1/08/2025,202508,ALIMENTARY T.& METABOLISM,ARROW PHARMA,CALCITRIOL,CALITROL CAPSULE 0.25 Y 100,8830,242232.4617
OCT24-SEP25,1/04/2025,202504,ALIMENTARY T.& METABOLISM,ARROW PHARMA,CALCITRIOL,CALITROL CAPSULE 0.25 Y 100,8644,231904.2836
OCT24-SEP25,1/06/2025,202506,ALIMENTARY T.& METABOLISM,ARROW PHARMA,CALCITRIOL,CALITROL CAPSULE 0.25 Y 100,8702,235426.0057
OCT23-SEP24,1/12/2023,202312,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ESOMEPRAZOLE,NEXOLE ENTERIC COATED TABLETS 40 MG 30,13670,265893.8864
OCT23-SEP24,1/09/2024,202409,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ESOMEPRAZOLE,NEXOLE ENTERIC COATED TABLETS 40 MG 30,13067,257057.796
OCT24-SEP25,1/07/2025,202507,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ESOMEPRAZOLE,NEXOLE ENTERIC COATED TABLETS 40 MG 30,11768,232084.456
OCT24-SEP25,1/03/2025,202503,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ESOMEPRAZOLE,NEXOLE TABLETS 20 MG 30,74551,1266772.859
OCT23-SEP24,1/01/2024,202401,ALIMENTARY T.& METABOLISM,ARROW PHARMA,FAMOTIDINE,AUSFAM TABLETS 20 MG 60,5866,90181.51943
OCT23-SEP24,1/11/2023,202311,ALIMENTARY T.& METABOLISM,ARROW PHARMA,FAMOTIDINE,AUSFAM TABLETS 20 MG 60,15918,251599.1617
OCT24-SEP25,1/04/2025,202504,ALIMENTARY T.& METABOLISM,ARROW PHARMA,FAMOTIDINE,AUSFAM TABLETS 20 MG 60,2790,43137.57521
OCT23-SEP24,1/11/2023,202311,ALIMENTARY T.& METABOLISM,ARROW PHARMA,FAMOTIDINE,AUSFAM TABLETS 40 MG 30,14569,224270.864
OCT23-SEP24,1/12/2023,202312,ALIMENTARY T.& METABOLISM,ARROW PHARMA,FAMOTIDINE,AUSFAM TABLETS 40 MG 30,6700,104102.0464
OCT24-SEP25,1/07/2025,202507,ALIMENTARY T.& METABOLISM,ARROW PHARMA,FAMOTIDINE,AUSFAM TABLETS 40 MG 30,3690,56330.3715
OCT24-SEP25,1/09/2025,202509,ALIMENTARY T.& METABOLISM,ARROW PHARMA,FAMOTIDINE,AUSFAM TABLETS 40 MG 30,4180,64071.20364
OCT23-SEP24,1/02/2024,202402,ALIMENTARY T.& METABOLISM,ARROW PHARMA,GLICLAZIDE,NIDEM TABLETS 80 MG 100,3633,58086.16441
OCT23-SEP24,1/08/2024,202408,ALIMENTARY T.& METABOLISM,ARROW PHARMA,GLICLAZIDE,NIDEM TABLETS 80 MG 100,1877,28842.27703
OCT24-SEP25,1/05/2025,202505,ALIMENTARY T.& METABOLISM,ARROW PHARMA,METFORMIN,FORMET FILM COATED TABLETS BOTTLE 500 MG 100,5031,76743.23283
OCT24-SEP25,1/06/2025,202506,ALIMENTARY T.& METABOLISM,ARROW PHARMA,METFORMIN,FORMET TABLETS 1000 MG 90,14102,221576.6658
OCT24-SEP25,1/07/2025,202507,ALIMENTARY T.& METABOLISM,ARROW PHARMA,METFORMIN,FORMET TABLETS 1000 MG 90,9705,160720.5999
OCT23-SEP24,1/01/2024,202401,ALIMENTARY T.& METABOLISM,ARROW PHARMA,METFORMIN,METEX XR TABLETS 1000 MG 60,52428,854859.9478
OCT24-SEP25,1/04/2025,202504,ALIMENTARY T.& METABOLISM,ARROW PHARMA,METFORMIN,METEX XR TABS 500 MG 120,26789,416838.2319
OCT23-SEP24,1/07/2024,202407,ALIMENTARY T.& METABOLISM,ARROW PHARMA,METOCLOPRAMIDE,EMEXLON FILM COATED TABLETS 10 MG 25,15885,196856.2331
OCT24-SEP25,1/07/2025,202507,ALIMENTARY T.& METABOLISM,ARROW PHARMA,NIZATIDINE,NIZAC CAPSULES 300 MG 30,41564,908710.4435
OCT24-SEP25,1/09/2025,202509,ALIMENTARY T.& METABOLISM,ARROW PHARMA,NIZATIDINE,NIZAC CAPSULES 300 MG 30,40901,892774.2361
OCT23-SEP24,1/04/2024,202404,ALIMENTARY T.& METABOLISM,ARROW PHARMA,NIZATIDINE,TAZAC CAPSULES 150 MG 60,292,8402.85928
OCT23-SEP24,1/03/2024,202403,ALIMENTARY T.& METABOLISM,ARROW PHARMA,OMEPRAZOLE,OZMEP TABLETS 20 MG 30,24855,398252.5856
OCT23-SEP24,1/02/2024,202402,ALIMENTARY T.& METABOLISM,ARROW PHARMA,OMEPRAZOLE,OZMEP TABLETS 20 MG 30,25473,408251.3246
OCT24-SEP25,1/12/2024,202412,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ONDANSETRON,ZOTREN FILM COATED TABLETS 4 MG 10,1694,35862.43321
OCT23-SEP24,1/06/2024,202406,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ONDANSETRON,ZOTREN FILM COATED TABLETS 4 MG 4,722,11774.4223
OCT24-SEP25,1/06/2025,202506,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ONDANSETRON,ZOTREN FILM COATED TABLETS 4 MG 4,666,10697.67591
OCT23-SEP24,1/10/2023,202310,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ONDANSETRON,ZOTREN FILM COATED TABLETS 8 MG 10,1100,25054.57798
OCT24-SEP25,1/09/2025,202509,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ONDANSETRON,ZOTREN FILM COATED TABLETS 8 MG 10,1547,36341.69493
OCT24-SEP25,1/02/2025,202502,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ONDANSETRON,ZOTREN FILM COATED TABLETS 8 MG 10,1476,34505.01179
OCT24-SEP25,1/09/2025,202509,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ONDANSETRON,ZOTREN FILM COATED TABLETS 8 MG 4,410,7013.41053
OCT24-SEP25,1/12/2024,202412,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ONDANSETRON,ZOTREN FILM COATED TABLETS 8 MG 4,425,6704.04678
OCT24-SEP25,1/10/2024,202410,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ONDANSETRON,ZOTREN FILM COATED TABLETS 8 MG 4,331,5482.07978
OCT24-SEP25,1/04/2025,202504,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ONDANSETRON,ZOTREN ORALLY DISINTEGRATING TABLETS 4 MG 10,5479,119202.408
OCT23-SEP24,1/04/2024,202404,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ONDANSETRON,ZOTREN ORALLY DISINTEGRATING TABLETS 4 MG 4,1835,28757.26984
OCT24-SEP25,1/12/2024,202412,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ONDANSETRON,ZOTREN ORALLY DISINTEGRATING TABLETS 4 MG 4,1680,26685.32207
OCT23-SEP24,1/07/2024,202407,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ONDANSETRON,ZOTREN ORALLY DISINTEGRATING TABLETS 8 MG 4,729,12150.23832
OCT24-SEP25,1/08/2025,202508,ALIMENTARY T.& METABOLISM,ARROW PHARMA,ONDANSETRON,ZOTREN ORALLY DISINTEGRATING TABLETS 8 MG 4,531,8939.57588
OCT23-SEP24,1/08/2024,202408,ALIMENTARY T.& METABOLISM,ARROW PHARMA,PANTOPRAZOLE,CHEMISTS OWN HEARTBURN RELIEF PANTOPRAZOLE EC TABLETS 20 MG 14,3236,33878.13321
